seudonimo,zona
N-29997,ninguno
P-40832,ninguno
UT-35970,solo_triangulo
N-19821,ninguno
N-37220,ninguno
N-19461,ninguno
UT-11052,ninguno
P-42051,ninguno
P-46692,ninguno
P-10096,ninguno
P-04081,ninguno
N-11579,ninguno
P-26593,ninguno
P-03279,ninguno
P-08574,ninguno
P-14160,ninguno
N-28302,ninguno
P-38825,ninguno
UT-7124,ninguno
P-50540,ninguno
P-14547,ninguno
UT-21534,ninguno
P-08118,ninguno
P-05996,ninguno
P-23488,ninguno
N-01878,ninguno
N-32266,ninguno
N-24620,ninguno
P-49854,ninguno
UT-37391,solo_triangulo
P-06458,ninguno
P-17638,ninguno
N-31961,ninguno
N-35783,ninguno
P-43271,ninguno
P-27834,ninguno
N-26126,ninguno
N-04356,ninguno
N-18522,ninguno
P-17083,ninguno
N-15869,ninguno
UT-45218,ninguno
N-24425,ninguno
N-00724,ninguno
UT-24310,ninguno
P-32613,ninguno
P-03974,ninguno
P-18234,ninguno
N-08142,ninguno
P-45941,ninguno
N-07279,ninguno
P-11332,ninguno
P-17386,ninguno
N-07829,ninguno
N-31804,ninguno
N-25736,ninguno
P-26423,ninguno
P-33658,ninguno
N-23995,ninguno
N-18612,ninguno
N-00311,ninguno
N-20890,ninguno
N-15878,ninguno
UT-12242,ninguno
N-26835,ninguno
P-17516,ninguno
N-10624,ninguno
N-33024,ninguno
P-44016,ninguno
P-12499,ninguno
P-26572,ninguno
P-20718,ninguno
N-02472,ninguno
N-15748,ninguno
N-23863,ninguno
P-09582,ninguno
N-09819,ninguno
N-08356,ninguno
N-35135,ninguno
N-21336,ninguno
N-28653,ninguno
P-02716,ninguno
P-14595,ninguno
N-24905,ninguno
P-14325,ninguno
P-14767,ninguno
P-08004,ninguno
P-16834,ninguno
N-16129,ninguno
N-04468,ninguno
P-02986,ninguno
N-14570,ninguno
P-11815,ninguno
N-30232,ninguno
P-20869,ninguno
P-41113,ninguno
P-01928,ninguno
N-14896,ninguno
N-11092,ninguno
P-27450,ninguno
N-30218,ninguno
P-27029,ninguno
N-31822,ninguno
P-23569,ninguno
N-25329,ninguno
P-05680,ninguno
N-34844,ninguno
UT-33154,ninguno
N-35847,ninguno
N-19827,ninguno
N-17822,ninguno
N-32836,ninguno
P-36858,ninguno
P-22460,ninguno
P-30667,ninguno
N-35030,ninguno
P-29109,ninguno
N-15713,ninguno
P-18819,ninguno
UT-15831,ninguno
P-33550,ninguno
N-16775,ninguno
N-02899,ninguno
N-33786,ninguno
P-47668,ninguno
N-26384,ninguno
P-09949,ninguno
P-43566,ninguno
P-11665,ninguno
P-42836,ninguno
P-09059,ninguno
UT-6773,solo_triangulo
N-18414,ninguno
P-15138,ninguno
N-07800,ninguno
N-08982,ninguno
P-50479,ninguno
P-42050,ninguno
N-00116,ninguno
N-36450,ninguno
P-30636,ninguno
N-02785,ninguno
N-37281,ninguno
N-32317,ninguno
P-46002,ninguno
N-15558,ninguno
N-20533,ninguno
P-40935,ninguno
P-12826,ninguno
N-28421,ninguno
UT-6151,ninguno
N-28253,solo_triangulo
P-42945,ninguno
N-00361,ninguno
P-44129,solo_modelo
P-36602,ninguno
N-23474,ninguno
P-11626,ninguno
P-02367,ninguno
N-00480,ninguno
P-47370,ninguno
P-48559,ninguno
P-27219,ninguno
P-12603,ninguno
P-38219,ninguno
P-12418,ninguno
N-01588,ninguno
N-09496,ninguno
P-36129,ninguno
N-24633,ninguno
N-11747,ninguno
N-17183,ninguno
P-32346,ninguno
P-31330,ninguno
P-47295,ninguno
UT-16082,ninguno
N-29093,ninguno
P-42772,ninguno
UT-45714,ninguno
P-18458,ninguno
UT-8137,ninguno
N-09816,ninguno
P-15186,ninguno
P-32212,ninguno
P-00827,ninguno
N-04421,ninguno
N-02119,ninguno
UT-30730,ninguno
P-49659,ninguno
N-15296,ninguno
N-17430,ninguno
UT-37335,ninguno
N-00554,ninguno
N-18294,ninguno
N-00092,ninguno
N-14009,ninguno
N-19579,ninguno
P-34626,ninguno
N-36112,ninguno
N-06086,ninguno
P-02760,ninguno
P-48461,ninguno
P-06033,ninguno
N-25822,ninguno
P-22001,ninguno
N-27585,ninguno
P-18696,ninguno
N-22862,ninguno
P-09509,ninguno
N-33411,ninguno
P-46282,ninguno
P-26078,ninguno
P-19210,ninguno
N-26050,ninguno
P-38098,ninguno
P-07460,ninguno
P-04626,ninguno
P-06594,ninguno
P-20939,ninguno
N-31340,ninguno
P-05743,ninguno
P-32610,ninguno
N-18219,ninguno
P-15491,ninguno
P-11647,ninguno
UT-19249,solo_triangulo
N-29237,ninguno
N-24750,ninguno
N-24012,ninguno
N-10787,ninguno
UT-4776,ninguno
P-37918,ninguno
P-00337,ninguno
N-23607,ninguno
P-10506,ninguno
N-15491,ninguno
N-18578,ninguno
P-32001,ninguno
N-03051,ninguno
N-36252,ninguno
N-35277,ninguno
N-25087,ninguno
N-04788,ninguno
N-37143,ninguno
UT-28969,ninguno
P-06144,ninguno
P-50492,ninguno
UT-10312,ninguno
P-32894,ninguno
P-43977,ninguno
UT-0250,ninguno
P-16369,ninguno
UT-30463,solo_triangulo
N-36684,ninguno
N-28524,ninguno
P-01852,ninguno
P-38791,ninguno
N-33996,ninguno
N-04381,ninguno
N-07500,ninguno
P-41596,ninguno
N-17505,ninguno
N-16798,ninguno
N-08906,ninguno
P-41607,ninguno
P-22231,ninguno
P-37276,ninguno
N-08544,solo_triangulo
P-28653,ninguno
P-39743,ninguno
UT-26662,ninguno
UT-18897,ninguno
P-12412,ninguno
P-05570,ninguno
N-30984,ninguno
N-14899,ninguno
P-02411,ninguno
N-06035,ninguno
N-07907,ninguno
UT-27629,ninguno
N-28700,ninguno
N-11957,solo_modelo
N-32281,ninguno
UT-31093,solo_triangulo
N-09620,ninguno
P-12790,ninguno
P-36434,ninguno
P-03998,ninguno
P-47053,ninguno
P-03102,ninguno
N-05736,ninguno
P-43954,ninguno
P-42998,ninguno
N-30276,ninguno
P-18923,ninguno
P-08051,ninguno
P-15261,ninguno
N-20075,ninguno
N-31344,ninguno
P-49806,ninguno
N-24331,ninguno
N-25183,ninguno
N-37506,ninguno
P-19152,ninguno
P-45211,ninguno
N-06930,solo_modelo
N-05160,ninguno
N-12634,ninguno
P-20239,ninguno
P-32925,ninguno
N-20972,ninguno
P-22482,ninguno
N-16427,ninguno
P-21133,ninguno
P-09841,ninguno
P-35463,ninguno
P-00326,ninguno
N-13165,ninguno
N-11291,ninguno
N-16734,ninguno
P-24471,ninguno
N-27769,ninguno
P-51424,ninguno
P-34401,ninguno
P-18392,ninguno
N-28648,ninguno
P-49425,ninguno
P-04350,ninguno
P-50032,ninguno
P-03978,ninguno
P-13754,ninguno
N-24887,ninguno
N-26406,ninguno
UT-32137,solo_triangulo
UT-11357,ninguno
P-01614,ninguno
N-24967,ninguno
P-25940,ninguno
P-23558,ninguno
P-29464,ninguno
P-14968,ninguno
P-04956,ninguno
N-18892,ninguno
P-37999,ninguno
P-47433,ninguno
P-05454,ninguno
P-31016,ninguno
N-13771,ninguno
N-34517,ninguno
P-37981,ninguno
N-04773,ninguno
N-33916,ninguno
N-24519,ninguno
P-10536,ninguno
N-05975,ninguno
N-19924,ninguno
N-07498,ninguno
N-26942,ninguno
P-11700,ninguno
N-09727,ninguno
P-38426,ninguno
N-07529,ninguno
N-11094,ninguno
N-08944,ninguno
P-30106,ninguno
N-14040,ninguno
P-14888,ninguno
P-24750,ninguno
N-27275,ninguno
UT-24396,ninguno
N-20678,ninguno
N-31904,ninguno
N-18696,ninguno
N-34396,ninguno
N-05311,ninguno
N-28062,ninguno
N-02836,ninguno
P-24770,ninguno
N-06917,ninguno
N-21171,ninguno
N-08046,ninguno
N-02359,ninguno
P-08917,ninguno
N-04536,ninguno
P-31246,ninguno
P-02330,ninguno
P-43535,ninguno
P-18961,ninguno
N-00292,ninguno
N-23281,ninguno
P-07929,ninguno
P-01120,ninguno
N-19118,ninguno
P-06489,ninguno
N-22896,ninguno
P-48230,ninguno
P-50546,ninguno
P-04997,ninguno
P-04735,ninguno
P-09309,ninguno
N-13525,ninguno
N-24047,ninguno
P-35047,ninguno
UT-40557,ninguno
P-02498,ninguno
P-18833,ninguno
P-32652,ninguno
N-34819,ninguno
UT-10227,ninguno
P-47536,ninguno
N-04622,ninguno
UT-35170,solo_triangulo
UT-5741,ninguno
N-05840,ninguno
P-44488,ninguno
P-19269,ninguno
P-02777,ninguno
P-04865,ninguno
P-50379,ninguno
N-24707,ninguno
N-00661,ninguno
N-27809,ninguno
P-22366,ninguno
UT-22167,ninguno
N-12747,ninguno
N-19869,ninguno
P-16489,ninguno
N-17014,ninguno
N-25587,ninguno
P-25220,ninguno
N-24577,ninguno
P-09610,solo_modelo
N-08034,ninguno
N-11651,ninguno
N-17059,ninguno
P-08454,ninguno
P-41675,ninguno
P-15332,ninguno
N-31461,ninguno
P-39359,ninguno
N-16949,ninguno
P-31888,ninguno
P-46545,ninguno
N-12819,ninguno
N-13132,ninguno
P-48221,ninguno
P-44558,ninguno
P-00639,ninguno
N-19600,ninguno
P-51418,ninguno
UT-30876,ninguno
P-51270,ninguno
P-26317,ninguno
N-04524,ninguno
N-03913,ninguno
N-29581,ninguno
P-05542,ninguno
N-16742,ninguno
P-45128,ninguno
P-38880,ninguno
P-02568,ninguno
N-00920,ninguno
P-35951,ninguno
N-19802,ninguno
N-16672,ninguno
P-42544,ninguno
P-03357,ninguno
N-13596,ninguno
P-08366,ninguno
N-03322,ninguno
P-05717,ninguno
P-30237,ninguno
UT-35271,solo_triangulo
N-10664,ninguno
P-05669,ninguno
N-13706,ninguno
N-15122,ninguno
P-50511,ninguno
P-26905,ninguno
P-39749,ninguno
UT-0838,ninguno
P-23224,solo_triangulo
P-06865,ninguno
P-27982,ninguno
N-15732,ninguno
P-45671,ninguno
P-29404,ninguno
UT-23624,ninguno
P-10613,solo_triangulo
N-15736,ninguno
N-15545,ninguno
P-35766,ninguno
P-15008,ninguno
P-10380,ninguno
P-31835,ninguno
N-09744,ninguno
P-07542,ninguno
P-02003,ninguno
N-22959,ninguno
N-28875,ninguno
P-21225,ninguno
P-02572,ninguno
P-19703,ninguno
N-02519,ninguno
P-50713,ninguno
N-09346,ninguno
P-35416,ninguno
UT-43187,ninguno
P-41779,ninguno
N-29754,ninguno
P-10304,ninguno
N-31481,ninguno
P-26885,ninguno
UT-29240,ninguno
P-38668,ninguno
P-27798,ninguno
P-23644,ninguno
N-11309,ninguno
P-48142,ninguno
N-37163,ninguno
P-08022,ninguno
P-09178,solo_triangulo
N-27759,ninguno
P-00253,ninguno
P-15986,ninguno
N-28204,ninguno
UT-30009,ninguno
P-07544,ninguno
P-11980,ninguno
P-31303,ninguno
P-28736,ninguno
P-35949,ninguno
UT-27565,ninguno
N-24464,ninguno
P-13517,ninguno
N-26225,ninguno
N-30105,ninguno
P-14103,ninguno
P-25237,ninguno
P-00087,ninguno
P-32312,ninguno
N-08943,ninguno
N-02177,ninguno
N-00064,ninguno
P-31673,ninguno
P-09726,ninguno
N-29534,ninguno
P-31926,ninguno
UT-24595,solo_triangulo
P-22246,ninguno
P-10468,ninguno
P-49602,ninguno
N-05619,ninguno
P-33834,ninguno
P-29631,ninguno
N-02263,ninguno
UT-41580,ninguno
P-23318,ninguno
N-13611,ninguno
N-05650,ninguno
P-13459,ninguno
N-33707,ninguno
N-13288,ninguno
P-40987,ninguno
P-43297,ninguno
P-46976,ninguno
P-18098,ninguno
N-20825,ninguno
N-32888,ninguno
P-14209,ninguno
N-37512,ninguno
P-50469,ninguno
N-19575,ninguno
P-49191,ninguno
N-30347,ninguno
N-22738,ninguno
N-09921,ninguno
UT-17031,ninguno
P-11579,ninguno
P-27164,ninguno
P-30518,ninguno
P-21949,ninguno
P-11641,ninguno
P-06226,ninguno
P-10305,ninguno
N-33308,ninguno
P-41818,ninguno
P-01073,ninguno
P-04998,ninguno
N-04511,ninguno
N-07942,ninguno
N-13468,ninguno
N-04944,ninguno
P-38021,ninguno
N-28092,ninguno
P-02396,ninguno
P-21593,ninguno
UT-23921,ninguno
P-43881,solo_triangulo
P-22374,ninguno
P-45408,solo_triangulo
N-35943,ninguno
P-43985,ninguno
UT-38151,solo_triangulo
P-18936,ninguno
P-49002,ninguno
N-22567,ninguno
P-09450,ninguno
P-23793,ninguno
P-46507,ninguno
N-13627,ninguno
N-14449,ninguno
N-18539,ninguno
P-41130,ninguno
N-01750,ninguno
P-13688,solo_triangulo
P-26820,ninguno
P-31763,ninguno
P-47756,ninguno
P-01288,ninguno
P-21150,ninguno
N-23732,ninguno
P-17617,ninguno
P-18129,ninguno
UT-43051,ninguno
N-18140,ninguno
N-05635,ninguno
P-50204,ninguno
N-11483,ninguno
P-35215,ninguno
P-34534,ninguno
N-26934,ninguno
P-00162,ninguno
N-28211,ninguno
P-47570,ninguno
N-02039,ninguno
N-03818,ninguno
UT-16862,solo_triangulo
N-10633,ninguno
N-23898,ninguno
P-03863,ninguno
P-07054,ninguno
P-39060,ninguno
P-47525,ninguno
P-32823,ninguno
N-11986,ninguno
N-24132,ninguno
P-18106,ninguno
P-03219,ninguno
N-14343,ninguno
N-08216,ninguno
P-50241,solo_triangulo
P-16341,ninguno
N-02815,ninguno
UT-12707,solo_triangulo
P-08884,ninguno
N-13398,ninguno
N-32095,ninguno
P-03291,ninguno
P-41143,ninguno
N-16984,ninguno
N-04769,ninguno
N-32380,ninguno
P-32683,ninguno
P-40179,solo_triangulo
P-29729,ninguno
P-47870,ninguno
P-13533,ninguno
N-16090,ninguno
N-08750,ninguno
P-22407,ninguno
P-32475,ninguno
N-30550,ninguno
P-39781,ninguno
P-01107,ninguno
P-42700,ninguno
N-28598,ninguno
P-35039,ninguno
UT-21704,solo_triangulo
P-46609,ninguno
P-51109,ninguno
P-28876,solo_triangulo
P-29827,ninguno
P-06153,ninguno
N-30645,ninguno
N-23201,ninguno
P-35784,ninguno
N-13928,solo_modelo
P-32378,ninguno
N-07022,ninguno
P-14455,ninguno
P-44198,ninguno
P-22255,ninguno
N-35193,ninguno
N-21641,solo_modelo
P-46463,ninguno
P-43212,ninguno
N-04279,ninguno
P-40351,ninguno
UT-37958,solo_triangulo
N-28950,ninguno
P-45306,ninguno
P-45488,ninguno
P-30257,ninguno
P-22245,ninguno
N-04403,ninguno
P-29447,ninguno
N-36853,ninguno
N-07999,ninguno
N-09073,ninguno
N-08125,ninguno
P-50607,ninguno
P-07090,ninguno
N-35008,ninguno
P-32549,ninguno
P-08515,ninguno
N-26325,ninguno
N-33170,ninguno
N-02537,ninguno
UT-7454,ninguno
P-38690,ninguno
UT-3518,ninguno
N-26233,ninguno
N-30384,ninguno
P-47600,ninguno
P-24669,ninguno
N-24459,ninguno
P-38755,ninguno
N-16228,ninguno
N-13973,ninguno
P-00533,ninguno
P-44833,ninguno
P-18072,ninguno
N-30383,ninguno
N-00837,ninguno
N-13169,ninguno
N-11905,ninguno
N-16110,ninguno
N-36125,ninguno
N-03316,ninguno
P-11694,ninguno
P-08788,ninguno
N-33029,ninguno
P-20088,ninguno
N-11852,ninguno
P-51211,ninguno
N-10132,ninguno
P-06838,ninguno
P-46326,ninguno
N-22266,ninguno
P-37438,ninguno
P-34762,ninguno
P-22406,ninguno
N-20044,ninguno
N-21277,ninguno
N-02938,ninguno
P-48563,ninguno
N-29327,ninguno
P-08494,ninguno
N-25296,ninguno
N-07036,ninguno
N-12241,ninguno
N-36946,ninguno
P-12106,ninguno
P-13455,ninguno
N-27633,ninguno
N-14741,ninguno
N-37721,ninguno
N-10523,ninguno
N-19531,ninguno
P-42133,ninguno
N-24794,ninguno
P-23403,ninguno
N-36256,ninguno
P-04210,ninguno
N-28396,ninguno
N-09059,ninguno
N-24063,ninguno
P-04565,ninguno
P-10742,ninguno
N-15315,ninguno
UT-35213,ninguno
N-10197,ninguno
P-29704,ninguno
N-18530,ninguno
P-42011,ninguno
P-00578,ninguno
N-32799,ninguno
P-22662,ninguno
N-10665,ninguno
P-37032,ninguno
UT-26224,ninguno
P-04763,ninguno
N-10793,ninguno
P-44583,ninguno
N-05575,ninguno
P-18582,ninguno
N-04833,ninguno
P-06066,ninguno
P-47882,solo_triangulo
P-37431,ninguno
P-43918,ninguno
P-18311,ninguno
N-08436,ninguno
N-26261,ninguno
P-14242,ninguno
UT-19607,solo_triangulo
N-20991,ninguno
P-34899,ninguno
P-19095,ninguno
UT-42161,ninguno
P-38606,ninguno
P-18266,solo_triangulo
N-18872,ninguno
P-40029,ninguno
P-14173,ninguno
P-18724,ninguno
N-12347,ninguno
N-21501,ninguno
P-08539,ninguno
UT-28601,ninguno
N-24542,ninguno
P-04395,ninguno
N-21497,ninguno
P-09426,ninguno
P-30604,ninguno
N-14151,ninguno
N-24964,ninguno
P-37170,ninguno
N-17771,ninguno
N-37343,ninguno
N-35767,ninguno
P-05739,ninguno
UT-34909,solo_triangulo
N-33628,ninguno
P-48765,ninguno
P-29054,ninguno
UT-19063,ninguno
P-19455,ninguno
UT-24666,ninguno
P-44183,ninguno
N-00922,ninguno
P-40809,ninguno
N-21083,ninguno
P-14708,ninguno
N-23680,ninguno
N-15346,ninguno
N-25943,ninguno
P-35881,ninguno
N-13602,ninguno
P-44348,ninguno
N-32290,ninguno
UT-44761,ninguno
P-41551,ninguno
P-40418,ninguno
P-06119,ninguno
P-26513,ninguno
UT-37625,ninguno
N-06314,ninguno
P-14327,ninguno
P-36474,ninguno
P-44368,ninguno
P-09561,ninguno
P-43077,ninguno
N-13359,ninguno
N-14722,ninguno
N-21921,ninguno
P-21883,ninguno
P-06717,ninguno
P-24052,ninguno
P-01448,ninguno
P-47350,ninguno
N-37292,ninguno
P-30488,ninguno
N-06304,ninguno
P-08131,ninguno
P-10780,ninguno
UT-28605,ninguno
N-24236,ninguno
N-09942,ninguno
N-11199,ninguno
N-18933,ninguno
N-17776,ninguno
N-10698,ninguno
N-23656,ninguno
N-15542,ninguno
P-43363,ninguno
N-01678,ninguno
P-35867,ninguno
N-34792,ninguno
N-30510,ninguno
P-49319,ninguno
N-16261,ninguno
P-11252,ninguno
P-01284,ninguno
N-25848,ninguno
N-08239,solo_modelo
N-34063,ninguno
P-04755,ninguno
N-01928,ninguno
UT-6859,solo_triangulo
N-07670,ninguno
P-40232,ninguno
N-28408,ninguno
P-24463,ninguno
N-34922,ninguno
P-15712,ninguno
P-33779,ninguno
N-12425,ninguno
P-09438,ninguno
N-34772,ninguno
P-38912,solo_modelo
P-41277,ninguno
N-08639,ninguno
N-20711,ninguno
P-11982,ninguno
N-32800,ninguno
P-39792,ninguno
UT-34971,solo_triangulo
P-20227,ninguno
P-14172,ninguno
P-33941,ninguno
P-28588,ninguno
P-03510,ninguno
P-08433,ninguno
UT-11451,ninguno
P-13504,ninguno
P-10405,ninguno
N-36384,ninguno
N-26588,ninguno
N-06251,ninguno
P-40229,ninguno
N-28842,ninguno
N-33113,ninguno
N-04058,ninguno
P-51198,ninguno
UT-30101,ninguno
N-00621,ninguno
N-13237,ninguno
P-05737,ninguno
N-29480,ninguno
UT-39873,ninguno
P-19941,ninguno
P-41041,ninguno
N-16604,ninguno
N-02387,ninguno
P-48802,ninguno
N-12854,ninguno
P-05924,ninguno
P-38709,ninguno
N-06054,ninguno
N-09876,ninguno
N-29538,ninguno
P-49235,ninguno
P-26022,ninguno
P-06610,ninguno
N-19236,ninguno
P-42750,ninguno
P-26743,ninguno
P-48920,ninguno
N-33156,ninguno
N-21735,ninguno
N-03516,ninguno
P-14204,ninguno
N-21600,ninguno
N-32546,ninguno
P-37575,ninguno
N-23025,ninguno
N-14333,ninguno
N-09195,ninguno
P-01718,ninguno
N-12669,ninguno
P-40875,ninguno
P-15237,solo_triangulo
P-07474,ninguno
P-29068,ninguno
P-34173,ninguno
N-30974,ninguno
N-35260,ninguno
N-00040,ninguno
N-08283,ninguno
P-18444,ninguno
P-39766,ninguno
P-37679,ninguno
P-42195,ninguno
P-02064,ninguno
N-10397,ninguno
P-01565,ninguno
N-28000,ninguno
N-21220,ninguno
UT-14539,ninguno
P-41502,ninguno
P-13294,ninguno
P-28286,ninguno
P-34654,ninguno
UT-0570,ninguno
N-15557,ninguno
P-12053,ninguno
N-31371,ninguno
P-17324,ninguno
N-35859,ninguno
P-50415,ninguno
P-47873,ninguno
N-01026,ninguno
N-00003,ninguno
P-08771,ninguno
P-12737,ninguno
P-19492,ninguno
N-26154,ninguno
N-08573,ninguno
N-29050,ninguno
N-18065,ninguno
P-42545,ninguno
UT-43345,ninguno
P-33212,ninguno
P-24297,ninguno
P-35202,ninguno
N-25897,ninguno
P-24844,solo_triangulo
N-29281,ninguno
P-47436,ninguno
P-14199,ninguno
N-06091,ninguno
N-34654,ninguno
P-36565,ninguno
P-44065,ninguno
P-17843,ninguno
P-32512,ninguno
N-17089,ninguno
P-02154,ninguno
P-48693,ninguno
P-44110,ninguno
P-32875,ninguno
N-28466,ninguno
P-09879,ninguno
N-31562,ninguno
UT-39339,ninguno
P-13740,ninguno
UT-28975,ninguno
N-37010,ninguno
N-35904,ninguno
UT-27560,ninguno
UT-12583,ninguno
P-31076,ninguno
N-16679,ninguno
N-17016,ninguno
N-32442,ninguno
P-06158,ninguno
N-08617,ninguno
UT-45532,ninguno
P-33379,ninguno
P-11383,ninguno
P-36310,ninguno
N-02804,ninguno
N-05352,ninguno
P-07464,ninguno
P-20580,ninguno
P-10344,ninguno
P-08528,ninguno
N-11095,ninguno
P-39175,ninguno
P-32691,ninguno
N-04133,ninguno
N-24617,ninguno
UT-36713,ninguno
N-12019,ninguno
N-16831,ninguno
P-23734,ninguno
UT-6349,solo_triangulo
P-22209,ninguno
UT-0592,solo_triangulo
UT-7977,ninguno
P-01050,ninguno
N-21598,ninguno
N-02473,ninguno
P-42285,ninguno
UT-40061,solo_triangulo
N-21341,ninguno
N-04161,ninguno
N-35670,ninguno
N-22533,ninguno
P-11882,ninguno
N-00048,ninguno
N-29055,ninguno
N-07536,ninguno
P-35507,ninguno
P-40820,ninguno
P-42780,ninguno
P-02563,ninguno
N-02463,ninguno
P-02725,ninguno
P-24600,ninguno
P-35836,ninguno
P-46904,ninguno
P-27764,ninguno
P-46528,ninguno
N-22789,ninguno
N-11887,ninguno
N-21720,ninguno
P-32562,ninguno
UT-7964,ninguno
N-04362,ninguno
P-32892,ninguno
P-02238,ninguno
P-05122,ninguno
N-08443,ninguno
P-10640,ninguno
N-32115,ninguno
P-02253,ninguno
P-42012,ninguno
P-38941,ninguno
N-07764,ninguno
N-14578,ninguno
P-01086,ninguno
P-13682,ninguno
N-23970,ninguno
P-45679,ninguno
N-28483,ninguno
P-16316,ninguno
P-41753,ninguno
N-30495,ninguno
N-06405,ninguno
N-27020,ninguno
P-18774,ninguno
N-35089,ninguno
N-13999,ninguno
P-25185,ninguno
P-32399,ninguno
N-18097,ninguno
N-19085,ninguno
P-02898,ninguno
P-20949,ninguno
N-13282,ninguno
N-38003,ninguno
P-47483,ninguno
P-47906,ninguno
P-24051,ninguno
N-21393,ninguno
P-34789,ninguno
P-01386,ninguno
N-28884,ninguno
P-05511,ninguno
N-23062,ninguno
P-44533,ninguno
P-36452,ninguno
N-06759,ninguno
N-01615,ninguno
P-35363,ninguno
P-27420,ninguno
P-47777,ninguno
P-34219,ninguno
UT-32789,ninguno
N-31005,ninguno
N-03943,ninguno
N-37033,ninguno
P-37885,ninguno
N-02855,ninguno
N-06899,ninguno
P-35104,ninguno
N-11467,ninguno
N-09342,ninguno
N-07121,ninguno
P-31059,ninguno
P-03871,ninguno
N-06233,ninguno
UT-23035,solo_triangulo
N-16362,ninguno
P-36720,ninguno
P-11729,ninguno
P-26274,ninguno
P-09095,ninguno
P-18419,ninguno
N-32925,ninguno
UT-25248,ninguno
N-07775,ninguno
P-22611,ninguno
P-49598,ninguno
P-10054,ninguno
UT-30389,ninguno
N-02912,ninguno
P-40096,solo_modelo
P-07802,ninguno
P-26909,ninguno
UT-27176,ninguno
N-36244,ninguno
N-13480,ninguno
N-33217,ninguno
N-25039,ninguno
P-36269,ninguno
P-26600,ninguno
P-38965,ninguno
N-34856,ninguno
N-20074,ninguno
N-30668,ninguno
P-18056,ninguno
N-11913,ninguno
N-29430,ninguno
N-14080,ninguno
N-03599,ninguno
UT-26441,ninguno
N-09236,ninguno
P-38546,ninguno
N-00439,ninguno
N-33897,ninguno
N-28527,ninguno
P-01174,ninguno
P-19272,ninguno
P-43662,ninguno
P-34342,ninguno
UT-43309,ninguno
P-44479,ninguno
N-11974,ninguno
N-14271,ninguno
N-07033,ninguno
N-06564,ninguno
P-41868,ninguno
P-26465,ninguno
UT-6172,solo_triangulo
N-07573,ninguno
P-27593,ninguno
N-17220,ninguno
P-26545,ninguno
N-05174,ninguno
N-08924,ninguno
P-11005,ninguno
